,2011,2012,2013,2014
городское население,"14,5","14,3",15,"13,9"
сельское население,"19,3","18,9","17,7","18,7"
0,
все население,"4,6","10,2","7,6","7,4"
городское население,"4,5","11,2","7,8",8
сельское население,"4,9","8,5","7,3","6,5"
1-4.,
все население,"0,3","0,4","0,4","0,3"
городское население,"0,3","0,3","0,4",0
сельское население,"0,3","0,5","0,5","0,8"
5-9.,
все население,"0,4","0,2","0,3","0,2"
городское население,"0,2","0,2","0,2","0,1"
сельское население,"0,8","0,2","0,3","0,4"
10-14.,
все население,"0,6","0,3","0,6","0,3"
городское население,"0,4","0,2","0,5","0,4"
сельское население,1,"0,4","0,7","0,3"
15-19,
все население,"1,2","1,1","1,5","1,1"
городское население,1,"0,9","0,7","0,8"
сельское население,"1,4","1,4","2,7","1,5"
20-24,
все население,"2,3",2,"2,1","2,5"
городское население,2,"1,8","1,7","1,6"
сельское население,"2,7","2,4","2,8","4,3"
25-29.,
все население,"3,6","3,7","3,2","2,8"
городское население,"3,3","3,7","3,3","2,4"
сельское население,"4,1","3,7","3,1","3,5"
30-34.,
все население,"4,6","4,6","4,4","4,2"
городское население,"4,2","3,9","4,1","3,6"
сельское население,"5,4","5,7",5,"5,3"
35-39.,
все население,"6,6","5,5","5,8","6,8"
городское население,"5,3","5,1","5,6","6,6"
сельское население,"8,4","6,3","6,1","7,1"
40-44.,
все население,"9,1",8,"8,9","8,9"
городское население,"9,1","7,1","7,9","8,3"
сельское население,"9,1","9,3","10,4","9,8"
45-49,
все население,"13,5","13,1","11,7","10,6"
городское население,"11,7","12,6","10,9","8,7"
сельское население,"15,6","13,6","12,5","12,8"
50-54,
все население,"17,2","17,8",17,16
городское население,"16,8","18,1","16,7","15,5"
сельское население,"17,9","17,5","17,3","16,5"
55-59,
все население,"24,7","24,5","24,5","23,3"
городское население,"23,2",23,"24,7","21,6"
сельское население,"26,9","26,5","24,2","25,3"
60-64,
все население,"39,8","34,6","35,7","33,3"
городское население,"37,9","32,7","35,6","33,1"
сельское население,"42,9","37,5","35,9","33,5"
65-69,
все население,"50,1","43,3","44,5","44,9"
городское население,"46,5","40,1","45,3","44,8"
сельское население,"55,1","48,3","43,3",45
70-74,
все население,"68,5","72,5","71,4","70,4"
городское население,"67,4","66,5","76,4","71,1"
сельское население,"69,7","79,7","65,5","69,4"
75-79,
все население,"104,5","100,1","94,2","92,4"
городское население,"101,2","98,9","100,4","90,2"
сельское население,"107,3","101,2","88,2","94,7"
80-84,
все население,"153,8","142,6","142,6","139,1"
городское население,"156,3","148,6",148,139
сельское население,"151,5","137,6","138,3","139,2"
85 и старше,
все население,"187,2","191,5","187,7","205,1"
городское население,"174,2","179,5","207,6",190
сельское население,"204,7","208,6","162,3","222,3"
Республика Татарстан,
Всего,
все население,"14,1","13,8","13,5","13,6"
городское население,"12,9","12,7","12,5","12,5"
сельское население,"17,7","17,1","16,7","16,8"
0,
все население,6,"6,8","7,5",7
городское население,"5,1","6,3","7,2","6,6"
сельское население,"9,2","8,7","8,8","8,2"
1-4.,
все население,"0,6","0,5","0,3","0,4"
городское население,"0,5","0,3","0,3","0,3"
сельское население,"0,8",1,"0,5","0,9"
5-9.,
все население,"0,4","0,3","0,2","0,2"
городское население,"0,4","0,2","0,2","0,1"
сельское население,"0,6","0,4","0,2","0,4"
10-14.,
все население,"0,3","0,3","0,2","0,3"
городское население,"0,2","0,3","0,1","0,3"
сельское население,"0,4","0,3","0,5","0,2"
15-19,
все население,"0,8","0,9",1,"1,1"
городское население,"0,7","0,6","0,8",1
сельское население,1,"1,5","1,3","1,5"
20-24,
все население,2,"1,7","1,9","1,9"
городское население,"1,8","1,4","1,5","1,6"
сельское население,"2,7","2,9",3,"2,7"
25-29.,
все население,3,"2,7","2,7","2,4"
городское население,"2,7","2,5","2,5","2,2"
сельское население,"4,4","3,9","3,6","3,4"
30-34.,
все население,"5,4",5,"4,9","4,8"
городское население,5,"4,5","4,6","4,5"
сельское население,"6,9","7,2","6,4",6
35-39.,
все население,"6,9","6,3","6,4",7
городское население,"6,4","5,9","6,1","6,6"
сельское население,"8,5","7,6","7,7","8,2"
40-44.,
все население,"8,3","8,4","8,1","8,3"
городское население,8,"7,9",8,8
сельское население,9,"9,6","8,6","9,1"
45-49,
все население,"11,9",11,"10,4","10,5"
городское население,"11,4","10,5","10,1","10,5"
сельское население,"13,1",12,"11,1","10,5"
50-54,
все население,"16,2","15,6",15,"15,2"
городское население,"15,6","15,3","14,6","14,9"
сельское население,"17,9","16,6","15,9",16
55-59,
все население,23,22,"20,8","21,1"
городское население,"22,9","21,6","20,7","20,9"
сельское население,"23,5",23,"21,4","21,8"
60-64,
все население,"33,4",32,"32,3","30,2"
городское население,"32,9","31,6","31,6","30,3"
сельское население,35,"33,4","34,6",30
65-69,
все население,"44,2","41,6",40,"40,1"
городское население,"43,7",42,"40,9","40,2"
сельское население,"45,6","40,7","37,1","39,6"
70-74,
все население,"60,9","60,4","59,4","57,8"
городское население,"60,9",62,"60,6","57,3"
сельское население,"60,9","57,4","57,1","58,8"
75-79,
все население,"87,2","85,9","77,6","80,8"
городское население,"83,4",87,"75,9","81,7"
сельское население,"92,9","84,1","80,4","79,2"
80-84,
все население,"127,6","125,7","126,3","117,2"
городское население,"124,5","124,6","126,1",110
сельское население,"132,6","127,3","126,5","127,7"
85 и старше,
все население,"183,3",185,"178,8","184,3"
городское население,"184,7","189,3","184,8","190,9"
сельское население,"180,1","175,1","165,8","171,1"
Удмуртская Республика,
Всего,
все население,"15,4","14,8","14,6","14,9"
городское население,"14,4","14,7","13,9","14,2"
сельское население,"17,5",15,"15,8","16,1"
0,
все население,"6,3","9,9","8,7","9,5"
городское население,"5,7","11,1","8,5","8,4"
сельское население,"7,5",8,9,"11,3"
1-4.,
все население,"0,5","0,3","0,4","0,5"
городское население,"0,4","0,4","0,2","0,5"
сельское население,"0,7","0,2","0,8","0,5"
5-9.,
все население,"0,1","0,3","0,3","0,1"
городское население,"0,1","0,1","0,1",0
сельское население,"0,1","0,6","0,6","0,2"
10-14.,
все население,"0,4","0,3","0,2","0,4"
городское население,"0,2","0,2","0,1","0,2"
сельское население,"0,6","0,3","0,5","0,6"
15-19,
все население,"1,3","1,1","1,3","1,2"
городское население,"0,9","0,8","0,8","0,8"
сельское население,"2,2","1,8","2,4","1,8"
20-24,
все население,"2,9","2,4",3,3
городское население,"1,9","1,4",2,"2,4"
сельское население,"5,3","4,7","5,5","4,3"
25-29.,
все население,4,"3,8","3,5","3,2"
городское население,"3,1","3,2","2,7","2,3"
сельское население,"6,1","5,3",5,5
30-34.,
все население,"6,8","6,1","5,5","5,9"
городское население,"6,1","5,5","5,2","5,4"
сельское население,"8,5","7,3","6,2","7,2"
35-39.,
все население,"8,5","7,8",8,"8,7"
городское население,"7,1","7,2","7,5","7,8"
сельское население,"11,6",9,"9,1","10,5"
40-44.,
все население,"10,7","9,6","10,7","9,7"
городское население,10,"9,5","9,9","9,1"
сельское население,12,"9,8",12,"10,7"
45-49,
все население,"14,6","12,9","13,9","13,6"
городское население,"13,6","13,1","13,2","12,5"
сельское население,16,"12,6","14,9",15
50-54,
все население,"18,8","18,5","18,6","17,6"
городское население,"18,8","18,1",18,"17,4"
сельское население,"18,7","18,9","19,3","17,9"
55-59,
все население,"27,3","24,8","23,9","25,3"
городское население,"25,6","25,1","24,1","24,5"
сельское население,"30,6","24,2","23,6","26,3"
60-64,
все население,"40,6",37,"35,4",37
городское население,"37,3","38,4","34,7","36,1"
сельское население,48,"34,3","36,7","38,4"
65-69,
все население,"51,1",50,"48,3","44,9"
городское население,"51,7","51,3","47,2","43,8"
сельское население,"49,6",47,"50,5","47,1"
70-74,
все население,"72,4","74,3","64,6","68,8"
городское население,"68,5","76,9","62,2","67,2"
сельское население,"81,4","69,1",69,"71,8"
75-79,
все население,"106,2","98,8","97,8","92,5"
городское население,"98,1","94,9","92,5","88,8"
сельское население,"121,1","105,7","107,4","99,6"
80-84,
все население,"144,8","148,6","142,9","145,5"
городское население,"136,9","147,8","140,3","151,4"
сельское население,"161,6","149,9","146,9","136,5"
85 и старше,
все население,"211,7","198,5",183,"208,1"
городское население,"204,5","204,5","186,4","217,6"
сельское население,"236,9","181,2","174,7","187,3"
Чувашская Республика,
Всего,
все население,"15,5",15,15,15
городское население,"13,2","12,8","12,8","12,9"
сельское население,"18,6","17,9","17,9",18
0,
все население,4,"5,3","4,8","5,1"
городское население,"5,3","4,3","4,7","4,5"
сельское население,"2,1","6,7",5,"5,8"
1-4.,
все население,"0,8","0,6","0,5","0,6"
городское население,"0,5","0,3","0,5","0,4"
сельское население,"1,3","1,1","0,5","0,9"
5-9.,
все население,"0,3","0,3","0,3","0,2"
городское население,"0,3","0,3","0,2","0,2"
сельское население,"0,4","0,3","0,5","0,2"
10-14.,
все население,"0,3","0,2","0,4","0,3"
городское население,"0,4","0,2","0,2","0,3"
сельское население,"0,2","0,1","0,6","0,4"
15-19,
все население,"0,9","1,3",1,"1,3"
городское население,"0,4","0,8","0,7","0,8"
сельское население,"1,7",2,"1,4",2
20-24,
все население,"2,5","2,7","2,3","2,6"
городское население,"1,6",2,"1,5","1,8"
сельское население,"3,9",4,"3,9","4,4"
25-29.,
все население,"3,9","3,3","3,2",4
городское население,3,3,"2,4","3,8"
сельское население,"5,5","3,9","4,5","4,5"
30-34.,
все население,"6,4","5,9","5,4","5,4"
городское население,"5,5","4,9","4,8","4,4"
сельское население,8,"7,7","6,6","7,4"
35-39.,
все население,"8,2","7,9","8,1","7,6"
городское население,"7,1","6,4","7,3","6,8"
сельское население,"9,6",10,"9,2","8,9"
40-44.,
все население,"11,1","8,9","9,1","10,3"
городское население,"9,2","7,5","7,9","8,7"
сельское население,"13,1","10,5","10,4","12,3"
45-49,
все население,"14,5","13,1","13,6","13,1"
городское население,"11,7","11,6","12,3","11,4"
сельское население,"17,5","14,8","15,1","14,8"
50-54,
все население,"19,2","17,5","17,3",18
городское население,"17,9","17,1","16,4","16,8"
сельское население,"20,8","17,9","18,2","19,2"
55-59,
все население,"25,3","23,2","24,2","23,7"
городское население,"24,6","21,5","22,3","22,8"
сельское население,"26,2","25,4","26,6","24,8"
60-64,
все население,"38,7","37,8",34,"33,2"
городское население,"36,2","36,1","33,8","32,5"
сельское население,"42,1",40,"34,2","34,1"
65-69,
все население,49,"42,4","43,8","40,1"
городское население,"46,2","40,5","43,2","40,8"
сельское население,"52,3","44,9","44,7","39,2"
70-74,
все население,"63,4","65,1","63,2","63,1"
городское население,"63,7","63,8","64,4","58,7"
сельское население,"63,1","66,3",62,"67,8"
75-79,
все население,"90,1","93,7","88,6","85,8"
городское население,"93,2","86,8","88,8","85,6"
сельское население,"87,9","98,9","88,4","85,9"
80-84,
все население,"135,5","127,6","128,9","129,7"
городское население,"130,3","142,5","111,6","138,1"
сельское население,"139,5","117,6","139,8","124,4"
85 и старше,
все население,"197,6","179,9","194,7","178,6"
городское население,"204,9","198,4","205,6","185,8"
сельское население,"189,7","159,1","183,3","171,8"
Пермский край,
Всего,
все население,"16,9",16,"15,9","15,6"
городское население,"16,3","15,6","15,3","15,1"
сельское население,"18,4","17,3","17,6","17,1"
0,
все население,"7,9","8,4","9,7","8,1"
городское население,"6,8","8,3","9,1","7,2"
сельское население,"10,3","8,5","11,1","10,2"
1-4.,
все население,"0,7","0,7","0,5","0,5"
городское население,"0,6","0,7","0,5","0,4"
сельское население,"0,8","0,7","0,6","0,6"
5-9.,
все население,"0,5","0,6","0,2","0,2"
городское население,"0,4","0,4","0,3","0,2"
сельское население,"0,6",1,"0,1","0,2"
10-14.,
все население,"0,5","0,4","0,3","0,3"
городское население,"0,6","0,3","0,3","0,4"
сельское население,"0,3","0,5","0,4","0,2"
15-19,
все население,"1,6","1,5","1,2","1,4"
городское население,"1,1",1,1,1
сельское население,3,3,2,"2,5"
20-24,
все население,"3,1","3,2","3,1","2,3"
городское население,"2,3","2,6","2,3","1,8"
сельское население,"5,6","5,1","5,7","4,1"
25-29.,
все население,"4,8","4,4","4,2","4,1"
городское население,"4,3","3,9","3,5","3,7"
сельское население,"6,4","5,7","6,4","5,7"
30-34.,
все население,8,"7,6","6,8","7,1"
городское население,"7,7","7,2","6,6","6,5"
сельское население,"8,8","8,8","7,4","9,2"
35-39.,
все население,"9,3","9,2","9,5","9,1"
городское население,"8,7","9,2","8,7","8,6"
сельское население,"11,1","9,2","11,8","10,7"
40-44.,
все население,"12,2",10,"10,4","9,9"
городское население,"11,4","9,6","9,9","9,6"
сельское население,"14,4",11,"11,7","10,9"
45-49,
все население,"15,6",14,"13,8","13,3"
городское население,"14,7","13,1","12,9","12,7"
сельское население,"17,7",16,"15,9","14,8"
50-54,
все население,"20,2","19,3","18,6","18,4"
городское население,"19,5","18,7",18,"17,5"
сельское население,22,"20,5","20,1","20,3"
55-59,
все население,"29,5","26,4","26,9","25,3"
городское население,"28,5","25,5","26,1","24,8"
сельское население,"31,7","28,6","28,8","26,3"
60-64,
все население,"41,7","38,7","39,3","38,4"
городское население,"39,6","37,5","38,5","37,1"
сельское население,"47,7",42,"41,6","41,6"
65-69,
все население,"53,1","50,2","47,3","46,7"
городское население,"51,9","49,9","45,7","47,1"
сельское население,"57,2","51,6",52,"45,3"
70-74,
все население,"72,8","72,1","71,1",70
городское население,"72,1","71,5","70,4","69,5"
сельское население,"75,1","74,3","73,6","71,8"
75-79,
все население,"106,2",100,"92,7","93,3"
городское население,"106,6",99,"89,6",93
сельское население,"105,3","103,2","101,9","94,4"
80-84,
все население,140,139,"144,7","139,1"
городское население,"139,4","135,4","144,9","137,1"
сельское население,"141,9","148,9","144,2","144,6"
85 и старше,
все население,"208,5","199,7","196,5","206,4"
городское население,"202,6","199,6","193,9","205,4"
сельское население,"233,8","201,6","206,9","210,6"
Кировская область,
Всего,
все население,"17,8","17,2","16,9","16,7"
городское население,"16,3","16,1","15,9","15,9"
сельское население,"21,6","20,4","19,9",19
0,
все население,"6,4","7,3","6,1","4,9"
городское население,"6,1","6,3","6,5","4,1"
сельское население,"7,3","9,7",5,"7,1"
1-4.,
все население,"0,3","0,2","0,3","0,4"
городское население,"0,3","0,3","0,2","0,5"
сельское население,"0,6","0,1","0,5","0,4"
5-9.,
все население,"0,5","0,3","0,4","0,5"
городское население,"0,5","0,3","0,4","0,3"
сельское население,"0,5","0,1","0,5","0,9"
10-14.,
все население,"0,4","0,4","0,4","0,5"
городское население,"0,4","0,4","0,3","0,5"
сельское население,"0,6","0,5","0,5","0,4"
15-19,
все население,"1,6","1,2","1,5","1,3"
городское население,"1,1",1,"1,3",1
сельское население,"3,5","2,2","2,2",2
20-24,
все население,"2,2","2,4","2,7","2,5"
городское население,"1,7","1,7",2,2
сельское население,"3,6",5,"5,7","4,6"
25-29.,
все население,"3,6","3,3","3,5","3,6"
городское население,"2,8","2,6","2,9","3,2"
сельское население,"6,2","5,8","5,6","5,1"
30-34.,
все население,"4,2","5,1",4,"4,3"
городское население,"3,6","4,2","3,6","3,9"
сельское население,"6,6","8,2","5,4","5,6"
35-39.,
все население,"7,5","6,8","6,4","6,5"
городское население,"6,9","5,9",6,"5,6"
сельское население,"9,3","9,6",8,"9,4"
40-44.,
все население,"9,4","9,4","9,2","10,1"
городское население,"8,9","8,4","8,6","9,2"
сельское население,"10,9","12,1","10,8","12,7"
45-49,
все население,"13,2","12,5","13,2","12,9"
городское население,"12,5","12,2","12,9","12,9"
сельское население,"14,9","13,1","13,9",13
50-54,
все население,"19,3","18,3","17,7","17,3"
городское население,"18,6",18,"17,7","17,9"
сельское население,"20,7","18,8","17,7","16,2"
55-59,
все население,"27,3","24,7","24,8","23,9"
городское население,"27,5","23,5","24,3",24
сельское население,"26,9","27,3","25,7","23,8"
60-64,
все население,"40,9","38,5",37,"35,6"
городское население,"38,3","37,5","35,7","35,1"
сельское население,"47,1","41,1","40,1","36,9"
65-69,
все население,"52,9","50,6","44,4","46,6"
городское население,"51,6","49,9","45,2","48,3"
сельское население,"56,3","52,5","42,4","42,3"
70-74,
все население,"74,9","74,5","68,7","67,9"
городское население,"71,7","74,6","70,2","68,5"
сельское население,"82,6","74,3","65,1","66,5"
75-79,
все население,"106,2",101,"98,6","95,8"
городское население,"102,5","101,4","98,8","96,8"
сельское население,"113,9","100,1","98,1","93,4"
80-84,
все население,"147,1","144,6","146,1","127,1"
городское население,"138,1","145,2","145,2",132
сельское население,"169,8","143,3","147,9","116,9"
85 и старше,
все население,"219,3","202,4","211,2","203,5"
городское население,"214,9","208,3","204,4","209,1"
сельское население,"236,7","178,7","236,7","184,7"
Нижегородская область,
Всего,
все население,"18,2","17,7","17,3","17,4"
городское население,"17,4","17,2","16,6","16,7"
сельское население,"20,9","19,4",20,"19,9"
0,
все население,"8,1","10,4","10,2","8,5"
городское население,"8,3","10,7","9,4","8,3"
сельское население,"7,2",9,"13,5","9,4"
1-4.,
все население,"0,5","0,5","0,5","0,4"
городское население,"0,4","0,4","0,4","0,4"
сельское население,1,"0,9","0,8","0,3"
5-9.,
все население,"0,3","0,2","0,2","0,3"
городское население,"0,3","0,3","0,1","0,4"
сельское население,"0,1","0,2","0,3","0,2"
10-14.,
все население,"0,5","0,3","0,3","0,2"
городское население,"0,4","0,3","0,4","0,2"
сельское население,"0,8","0,3","0,2","0,1"
15-19,
все население,1,"1,1","1,1",1
городское население,1,1,"0,9","0,8"
сельское население,"1,1","1,4","1,8","1,7"
20-24,
все население,"2,8","2,3","2,2","2,3"
городское население,"2,6","2,3",2,"2,2"
сельское население,"3,3","2,3","3,2","2,7"
25-29.,
все население,"4,9","4,7","4,3","3,8"
городское население,"4,9","4,7","4,2","3,6"
сельское население,"5,2","4,6","4,6","4,4"
30-34.,
все население,"7,7","7,3","7,2","6,4"
городское население,"7,5","7,2",7,"6,3"
сельское население,"8,5","7,6","7,9","6,8"
35-39.,
все население,"8,8","8,3","8,4","9,6"
городское население,"8,5","8,5","8,4","9,3"
сельское население,"10,3","7,2","8,5","10,8"
40-44.,
все население,"10,8","9,7","10,2","9,8"
городское население,"10,3","9,7",10,"9,2"
сельское население,"12,6","9,9","11,2","11,9"
45-49,
все население,"14,1","14,3","13,8","13,9"
городское население,"14,1","13,5","13,3","13,4"
сельское население,"14,1","16,9","15,3","15,5"
50-54,
все население,"20,4","19,2",18,"18,8"
городское население,"19,7",19,"17,5","18,4"
сельское население,"22,4","19,9","19,5",20
55-59,
все население,"28,9","27,2","26,3","25,4"
городское население,"27,9",27,"25,7","25,2"
сельское население,"32,1",28,"28,1",26
60-64,
все население,"40,6","37,6","37,7","37,5"
городское население,"39,9","37,2","37,5","36,4"
сельское население,"43,1","39,3","38,4","41,3"
65-69,
все население,"51,6","48,8","46,3","47,6"
городское население,"49,5","49,8","46,1","48,5"
сельское население,"60,1","44,8","47,4","44,5"
70-74,
все население,"72,6","72,5","69,1","70,9"
городское население,72,"72,9","68,4","71,2"
сельское население,"74,3",71,"71,2",70
75-79,
все население,"103,6","97,9","96,1","92,4"
городское население,"103,6","98,4","96,2","92,9"
сельское население,"103,2","96,7","95,9","90,8"
80-84,
все население,"139,4","138,8","137,9","141,4"
городское население,"139,5","143,1","136,7","143,3"
сельское население,"139,1","128,3","140,3",137
85 и старше,
все население,"201,9","208,7",203,204
городское население,"205,7",211,"209,1","210,8"
сельское население,"188,7","200,3","181,8","182,1"
Оренбургская область,
Всего,
все население,"16,2","15,9","15,6","16,1"
городское население,"15,7","15,3","14,9","15,4"
сельское население,"16,9","16,6","16,6",17
0,
все население,"8,8","10,9","10,9",11
городское население,"9,1","10,9","10,9","11,2"
сельское население,"8,6","10,8","10,8","10,9"
1-4.,
все население,"0,5","0,5","0,6","0,5"
городское население,"0,5","0,6","0,3","0,4"
сельское население,"0,4","0,3","0,9","0,6"
5-9.,
все население,"0,2","0,4","0,5","0,2"
городское население,"0,1","0,4","0,4","0,1"
сельское население,"0,3","0,4","0,5","0,4"
10-14.,
все население,"0,4","0,4","0,3","0,3"
городское население,"0,3","0,3","0,4","0,3"
сельское население,"0,5","0,4","0,2","0,4"
15-19,
все население,"1,5","1,3","1,1","1,3"
городское население,"1,1",1,"0,9","0,7"
сельское население,"2,1","1,8","1,3","2,1"
20-24,
все население,"2,8","2,9",3,"2,8"
городское население,"2,3","2,1","2,2",2
сельское население,"3,6","4,3","4,7","4,5"
25-29.,
все население,5,"4,7",4,"4,4"
городское население,"5,2","4,5","3,9","3,9"
сельское население,"4,6",5,"4,3","5,4"
30-34.,
все население,"8,4","7,9","7,9","8,1"
городское население,9,"8,1","7,8","8,2"
сельское население,"7,3","7,5","8,2",8
35-39.,
все население,"9,2","8,9","9,3","10,5"
городское население,"9,7","8,8","9,1","11,3"
сельское население,"8,3","9,1","9,5","9,2"
40-44.,
все население,"11,2","10,1","10,4","10,3"
городское население,"11,6","10,5","10,3","10,1"
сельское население,"10,7","9,7","10,5","10,5"
45-49,
все население,"13,1","13,2","13,4","13,8"
городское население,"13,6","13,6","13,7","13,7"
сельское население,"12,5","12,7","13,1","13,9"
50-54,
все население,"17,9","17,5","17,9","17,5"
городское население,"18,4","18,1","18,6","17,6"
сельское население,"17,3","16,8","17,1","17,5"
55-59,
все население,"24,8","24,3","23,1","22,6"
городское население,"24,6","24,2","23,6","23,7"
сельское население,"25,1","24,4","22,4","21,3"
60-64,
все население,"36,9","34,6","33,1","35,2"
городское население,"36,5","34,3","34,1","34,7"
сельское население,"37,6",35,"31,9","35,7"
65-69,
все население,"51,4","47,2","44,8","46,3"
городское население,"52,2","48,6","43,7","46,9"
сельское население,"50,3","45,4","46,4","45,6"
70-74,
все население,"72,7","68,6","66,9","66,8"
городское население,"72,2","68,2","66,6","65,5"
сельское население,"73,2",69,"67,2","68,4"
75-79,
все население,"100,1",96,"93,7",94
городское население,"99,9","96,2","92,2","96,5"
сельское население,"100,2","95,7","95,4","91,1"
80-84,
все население,140,"140,3",137,"135,6"
городское население,"140,3","143,4","135,2","133,2"
сельское население,"139,7","136,8",139,"138,3"
85 и старше,
все население,"217,3","206,2","182,4","196,3"
городское население,215,"213,9","180,9","197,6"
сельское население,"221,3","193,8","184,5","194,6"
Пензенская область,
Всего,
все население,"17,3","16,7","16,4","16,4"
городское население,16,"15,2","15,3","15,5"
сельское население,20,"19,5","18,8","18,4"
0,
все население,"7,3","7,5","6,1","5,2"
городское население,"7,1","7,5","5,1","4,7"
сельское население,"7,8","7,5","8,2","6,3"
1-4.,
все население,"0,5","0,3","0,4","0,3"
городское население,"0,5","0,2","0,4","0,2"
сельское население,"0,4","0,6","0,3","0,4"
5-9.,
все население,"0,3","0,1","0,3","0,3"
городское население,"0,4",0,"0,2","0,2"
сельское население,"0,1","0,2","0,7","0,4"
10-14.,
все население,"0,3","0,4","0,4","0,5"
городское население,"0,4","0,6","0,4","0,4"
сельское население,"0,2","0,1","0,4","0,8"
15-19,
все население,1,"0,8","0,8","0,8"
городское население,"0,7","0,6","0,7","0,9"
сельское население,"1,6","1,4",1,"0,6"
20-24,
все население,"2,2","2,3","1,9","2,1"
городское население,"1,8","1,9","1,6","2,1"
сельское население,"3,1","3,4","2,7","2,2"
25-29.,
все население,"4,1",3,3,"3,7"
городское население,"3,7","2,8","2,7","3,6"
сельское население,"5,1","3,3","3,7","4,2"
30-34.,
все население,"6,1","5,2","4,9",5
городское население,6,"4,7","4,7","5,1"
сельское население,"6,2","6,3","5,4","4,8"
35-39.,
все население,"7,1","6,8","7,3","6,6"
городское население,"7,1","6,3","6,6","6,4"
сельское население,"7,2",8,"8,8",7
40-44.,
все население,10,"8,4","8,3","7,1"
городское население,"9,4","7,9","8,1","7,1"
сельское население,"11,2","9,3","8,6","7,1"
45-49,
все население,"12,7","12,3","9,5","10,9"
городское население,"11,5","11,1",9,"10,7"
сельское население,"14,7","14,5","10,3","11,3"
50-54,
все население,"17,3","15,5","15,6","14,8"
городское население,"16,4","14,6","14,9",14
сельское население,"18,9",17,"16,8","16,2"
55-59,
все население,"24,6","24,1",22,23
городское население,"22,8","23,1",22,"22,4"
сельское население,"27,9","26,1","21,9","23,9"
60-64,
все население,"38,1","33,7","34,8","32,8"
городское население,"37,3","32,3","34,1","30,7"
сельское население,"39,7","36,4","36,3","36,7"
65-69,
все население,"48,4","47,6","44,1","43,9"
городское население,"47,3","45,5","43,9","44,4"
сельское население,"50,6","51,9","44,4",43
70-74,
все население,"67,9","70,2","67,8","62,9"
городское население,"66,2","69,2",65,"64,1"
сельское население,"70,7",72,"72,4","60,9"
75-79,
все население,"101,1","91,1","89,9","92,4"
городское население,"97,3","86,3","87,2","93,2"
сельское население,"106,4","98,1","94,1","90,9"
80-84,
все население,"137,6","134,4","142,7","137,8"
городское население,"136,5","129,3","133,3",136
сельское население,"139,1","141,6","156,2","140,4"
85 и старше,
все население,"183,8","189,4","190,8","201,1"
городское население,"186,5","185,7","192,7","194,2"
сельское население,"178,7","197,8",187,"214,4"
Самарская область,
Всего,
все население,"16,5","15,9","16,3","16,4"
городское население,"16,1","15,7","16,1","16,2"
сельское население,"18,1","16,9","17,2","17,1"
0,
все население,"6,4","7,6","8,4","6,8"
городское население,"5,6",7,"8,1","6,2"
сельское население,"9,7","10,2","9,5","9,1"
1-4.,
все население,"0,4","0,4","0,5","0,5"
городское население,"0,4","0,4","0,5","0,5"
сельское население,"0,5","0,5","0,5","0,4"
5-9.,
все население,"0,4","0,3","0,2","0,3"
городское население,"0,4","0,2","0,2","0,3"
сельское население,"0,4","0,6","0,2","0,5"
10-14.,
все население,"0,3","0,4","0,3","0,3"
городское население,"0,3","0,4","0,3","0,3"
сельское население,"0,3","0,5","0,2","0,2"
15-19,
все население,"1,1","0,9","0,9","1,2"
городское население,1,"0,9","0,8","1,1"
сельское население,"1,4","1,2","1,4","1,7"
20-24,
все население,"2,1",2,"2,4","2,2"
городское население,"1,8","1,8","2,1","1,9"
сельское население,"3,5","2,9","3,7","3,6"
25-29.,
все население,"5,6",5,"4,5","4,6"
городское население,"5,7","5,1","4,4","4,5"
сельское население,5,"4,4","5,2","4,8"
30-34.,
все население,"9,6",10,"9,7","8,9"
городское население,"9,8","10,1",10,"9,2"
сельское население,"8,7","9,6","8,1","7,9"
35-39.,
все население,"9,6","9,8","11,2","11,4"
городское население,"9,7","9,8","11,2","11,8"
сельское население,"8,9","9,4","11,4","9,7"
40-44.,
все население,"10,1","10,4","10,5","11,4"
городское население,"9,9","10,4","10,3","11,6"
сельское население,"10,8","10,3","11,4","10,7"
45-49,
все население,"13,3","11,8","12,5","12,7"
городское население,"12,8","11,8","12,3","12,7"
сельское население,"15,2",12,"13,3","12,6"
50-54,
все население,"17,7","16,1","16,7","16,3"
городское население,"17,5","15,7","16,3","16,5"
сельское население,"18,3","17,4","18,1","15,7"
55-59,
все население,"24,3","22,8","22,5","22,7"
городское население,"23,7","22,6","22,8","23,1"
сельское население,"26,6","23,1","21,6","21,3"
60-64,
все население,"35,4","33,1","32,8","32,3"
городское население,35,"32,8","32,8","31,9"
сельское население,"37,2","34,3","33,2","33,7"
65-69,
все население,"47,5","43,3","42,6","43,1"
городское население,"47,4","43,3","42,8","43,8"
сельское население,"48,1","43,2","41,7","40,4"
70-74,
все население,"66,8","62,9","65,2","62,4"
городское население,"65,8","62,7",65,62
сельское население,"70,1","63,6","65,9","63,6"
75-79,
все население,"92,6","86,2","84,5","87,7"
городское население,"89,8","86,6","84,9","86,4"
сельское население,"101,7","84,6","83,5","91,6"
80-84,
все население,"132,2","128,3","127,6","125,1"
городское население,"131,5","126,6","128,8","123,1"
сельское население,"134,2","133,5","123,9","131,3"
85 и старше,
все население,"185,3",186,"179,2","185,6"
городское население,"181,8","186,7","184,4","188,7"
сельское население,202,"182,9",158,"173,9"
Саратовская область,
Всего,
все население,"16,4",16,"15,9","15,8"
