,2011,2012,2013,2014
городское население,"16,1","15,7","15,4","15,4"
сельское население,"17,4","17,2","17,2",17
0,
все население,"6,6","8,4","8,5","8,4"
городское население,"5,9","7,9","7,7","7,9"
сельское население,"8,3","9,6","10,8","9,8"
1-4.,
все население,"0,6","0,6","0,3","0,4"
городское население,"0,5","0,6","0,2","0,4"
сельское население,"0,7","0,8","0,5","0,3"
5-9.,
все население,"0,3","0,3","0,3","0,3"
городское население,"0,4","0,2","0,2","0,3"
сельское население,"0,2","0,7","0,5","0,3"
10-14.,
все население,"0,3","0,3","0,3","0,4"
городское население,"0,3","0,3","0,3","0,4"
сельское население,"0,3","0,4","0,4","0,4"
15-19,
все население,1,"0,8","0,7","0,8"
городское население,"0,8","0,7","0,5","0,8"
сельское население,"1,6","1,3","1,4","0,8"
20-24,
все население,"2,3","1,9","1,8","1,9"
городское население,"2,1","1,7","1,6","1,8"
сельское население,"3,1","2,7","2,8","2,6"
25-29.,
все население,"4,1","3,4","3,1",3
городское население,4,"3,3",3,"2,9"
сельское население,"4,3","3,7","3,3","3,5"
30-34.,
все население,"6,5","6,4","6,1","5,5"
городское население,"6,4","6,4",6,"5,2"
сельское население,"6,8","6,4","6,5","6,8"
35-39.,
все население,"7,8","8,3","8,1","7,8"
городское население,"7,9","8,4",8,"7,7"
сельское население,"7,6","7,9","8,4","8,1"
40-44.,
все население,"8,9","8,8","8,8","8,3"
городское население,9,"9,3","8,7","8,5"
сельское население,"8,5","7,4","9,4","7,7"
45-49,
все население,"12,8","12,3","11,7","11,5"
городское население,13,"12,3","11,4","11,6"
сельское население,"12,3","12,5","12,3","11,3"
50-54,
все население,"17,4","16,6","16,1","15,6"
городское население,"17,4","16,3","15,5","15,4"
сельское население,"17,4","17,3","17,5",16
55-59,
все население,"24,5","23,8",22,"22,9"
городское население,"24,4","23,8","21,9","22,8"
сельское население,"24,6","23,6","22,4","23,4"
60-64,
все население,"35,2","35,2","35,4","33,7"
городское население,"34,8","34,4","33,9","33,7"
сельское население,"36,3","37,4","39,4",34
65-69,
все население,"47,6","42,7","42,6","41,8"
городское население,"44,7","42,5",42,"40,6"
сельское население,"56,5","43,2","44,7","45,6"
70-74,
все население,"65,7","64,9","65,2","61,6"
городское население,"63,7","63,3","65,2",60
сельское население,"71,2","69,2","65,1","66,1"
75-79,
все население,"88,6","86,7","82,5","87,5"
городское население,"86,9","82,5","80,6","85,8"
сельское население,"92,8","97,7","87,3",92
80-84,
все население,"138,1",125,"127,5","122,3"
городское население,"136,4","119,6",125,"119,4"
сельское население,"142,7","139,1","133,8",130
85 и старше,
все население,"198,7","187,3","183,7","188,8"
городское население,"198,1","188,7","187,8","190,7"
сельское население,"200,9","182,9","170,7","183,2"
Ульяновская область,
Всего,
все население,17,"16,1","16,1","16,4"
городское население,"15,8",15,"15,2","15,5"
сельское население,"20,3","19,2","18,6",19
0,
все население,"9,3","7,5","9,4","8,4"
городское население,"9,7","6,7","9,1",8
сельское население,"8,4","10,1","10,3","9,5"
1-4.,
все население,"0,3","0,3","0,4","0,5"
городское население,"0,2","0,2","0,4","0,4"
сельское население,"0,6","0,4","0,6","0,7"
5-9.,
все население,"0,4","0,3","0,3","0,4"
городское население,"0,4","0,3","0,3","0,3"
сельское население,"0,3","0,1","0,4","0,7"
10-14.,
все население,"0,4","0,1","0,3","0,3"
городское население,"0,4","0,1","0,4","0,3"
сельское население,"0,4","0,3","0,1","0,3"
15-19,
все население,"1,4","1,2","1,4","0,7"
городское население,1,"0,8","1,1","0,6"
сельское население,"2,7","2,2","2,3","0,9"
20-24,
все население,"2,5","2,6","1,9","2,3"
городское население,"2,2",2,"1,6","1,9"
сельское население,"3,5","4,6","2,9","3,4"
25-29.,
все население,"4,5","3,6","3,4","3,4"
городское население,"4,1","3,3","3,1",3
сельское население,"5,8","4,4","4,7","4,6"
30-34.,
все население,"7,7","6,6","6,7","8,2"
городское население,"7,4","6,6","6,7","7,7"
сельское население,"8,7","6,6",7,"9,9"
35-39.,
все население,"8,5","7,2","8,1","8,4"
городское население,"8,5","6,6",8,"8,2"
сельское население,"8,8","8,9","8,3","9,2"
40-44.,
все население,"8,7","8,9",9,"8,7"
городское население,8,"8,2","8,6","9,2"
сельское население,"10,5","10,6","10,2","7,6"
45-49,
все население,"12,1",11,"10,1","11,4"
городское население,"11,3","10,8","9,9","10,8"
сельское население,"14,2","11,7","10,4","12,8"
50-54,
все население,"17,2","14,8","15,4","14,6"
городское население,"16,7","14,4","15,3","13,9"
сельское население,"18,4","15,9","15,7","16,5"
55-59,
все население,"24,8","21,3","22,5","22,5"
городское население,"23,6","20,7","21,4","22,6"
сельское население,"27,8","22,8","25,2","22,3"
60-64,
все население,"35,8","34,1","34,3","33,1"
городское население,"35,7","33,8","33,9","32,7"
сельское население,"36,1","34,9","35,4","34,1"
65-69,
все население,"49,5","45,6","44,7","45,6"
городское население,"48,6","45,6",45,"45,5"
сельское население,"51,7","45,6",44,"45,8"
70-74,
все население,69,"67,1","66,5","63,9"
городское население,"69,9","66,5","65,7","63,7"
сельское население,"67,1","68,2","68,1","64,1"
75-79,
все население,"98,5","92,5","81,4","90,8"
городское население,"92,4",93,"78,7","93,8"
сельское население,"109,1","91,3","86,7","84,9"
80-84,
все население,"147,6","149,5",131,"135,3"
городское население,"151,4","146,6","134,2","133,6"
